work_id,recommendation_id,mp_id,mp_name,work_name,category,sub_category,state,district,constituency,block,village,latitude,longitude,recommended_amount,sanctioned_amount,expenditure_amount,remaining_amount,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,progress_percentage,implementing_agency_id,implementing_agency_name,document_count,photo_count,has_completion_certificate,source_type
MPL-2024-KA-000175,REC-2023-5448,MP-LS-17-79,Hon'ble Member of Parliament (Bangalore North),"School Science Laboratory at Mandur, Block K.R. Puram",Education & Classrooms,School Science Laboratory,Karnataka,Bengaluru Urban,Bangalore North,K.R. Puram,Mandur,13.0286,77.5656,3540000.0,3490000.0,1769000.0,1721000.0,2023-08-17,2023-10-01,2023-10-14,2024-03-11,,Ongoing,50.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,3,3,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000176,REC-2023-4953,MP-LS-17-42,Hon'ble Member of Parliament (Thane),"Solar Street Light Grid (50 poles) at Vashind, Block Murbad",Solar & Renewable Energy,Solar Street Light Grid (50 poles),Maharashtra,Thane,Thane,Murbad,Vashind,19.1441,72.9833,1520000.0,1470000.0,589000.0,881000.0,2023-02-04,2023-03-03,2023-03-30,2023-11-07,,Ongoing,40.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,1,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000177,REC-2023-7652,MP-LS-17-12,Hon'ble Member of Parliament (Jaipur Rural),"Senior Citizen Recreation Shed at Nayla, Block Kotputli",Community Infrastructure,Senior Citizen Recreation Shed,Rajasthan,Jaipur,Jaipur Rural,Kotputli,Nayla,26.9494,75.7927,1750000.0,1700000.0,0.0,1700000.0,2023-06-24,2023-08-16,2023-09-05,2024-04-26,,Sanctioned,0.0,AGY-PWD-01,Public Works Department (PWD) Division I,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000178,REC-2023-7994,MP-LS-17-32,Hon'ble Member of Parliament (Krishnanagar),"Rooftop Solar for Govt Hospital at Tehatta, Block Chapra",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,West Bengal,Nadia,Krishnanagar,Chapra,Tehatta,23.4276,88.5799,1240000.0,1140000.0,364000.0,776000.0,2023-04-16,2023-05-12,2023-05-29,2023-12-07,,Ongoing,31.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-KE-000179,REC-2023-2560,MP-LS-17-22,Hon'ble Member of Parliament (Ernakulam),"School Science Laboratory at Cherai, Block Angamaly",Education & Classrooms,School Science Laboratory,Kerala,Ernakulam,Ernakulam,Angamaly,Cherai,9.9276,76.3317,2520000.0,2470000.0,2470000.0,0.0,2023-05-06,2023-06-01,2023-06-18,2023-10-24,2023-11-25,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000180,REC-2023-5331,MP-LS-17-22,Hon'ble Member of Parliament (Varanasi),"Link Road Widening at Chhatar, Block Pindra",Rural Roads & Bridges,Link Road Widening,Uttar Pradesh,Varanasi,Varanasi,Pindra,Chhatar,25.3107,82.9469,3450000.0,3300000.0,1146000.0,2154000.0,2023-06-14,2023-07-13,2023-07-25,2024-01-17,,Ongoing,34.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-KE-000181,REC-2023-7829,MP-LS-17-88,Hon'ble Member of Parliament (Ernakulam),"CC Road Construction at Edappally, Block Vyttila",Rural Roads & Bridges,CC Road Construction,Kerala,Ernakulam,Ernakulam,Vyttila,Edappally,10.0293,76.3107,2790000.0,2690000.0,0.0,2690000.0,2023-11-27,2023-12-31,2024-01-28,2024-07-12,,Sanctioned,0.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000182,REC-2023-4996,MP-LS-17-59,Hon'ble Member of Parliament (Patna Sahib),"School Science Laboratory at Jethuli, Block Fatuha",Education & Classrooms,School Science Laboratory,Bihar,Patna,Patna Sahib,Fatuha,Jethuli,25.5724,85.154,2980000.0,2880000.0,2880000.0,0.0,2023-02-06,2023-03-06,2023-03-22,2023-12-22,2024-01-25,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KE-000183,REC-2023-8066,MP-LS-17-84,Hon'ble Member of Parliament (Ernakulam),"Village Waste Segregation Shed at Kothamangalam, Block Muvattupuzha",Health & Sanitation,Village Waste Segregation Shed,Kerala,Ernakulam,Ernakulam,Muvattupuzha,Kothamangalam,10.0588,76.2233,2900000.0,2850000.0,2850000.0,0.0,2023-09-21,2023-10-20,2023-11-07,2024-06-15,2024-06-26,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-AS-000184,REC-2023-8797,MP-LS-17-83,Hon'ble Member of Parliament (Gauhati),"Link Road Widening at Sualkuchi, Block Chaygaon",Rural Roads & Bridges,Link Road Widening,Assam,Kamrup,Gauhati,Chaygaon,Sualkuchi,26.1104,91.806,2480000.0,2480000.0,887000.0,1593000.0,2023-12-04,2023-12-29,2024-01-28,2024-11-05,,Ongoing,35.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-KE-000185,REC-2023-8385,MP-LS-17-84,Hon'ble Member of Parliament (Ernakulam),"School Science Laboratory at Edappally, Block Angamaly",Education & Classrooms,School Science Laboratory,Kerala,Ernakulam,Ernakulam,Angamaly,Edappally,9.938,76.2318,1020000.0,870000.0,759000.0,111000.0,2023-12-02,2024-01-18,2024-02-13,2024-11-04,,Ongoing,83.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,3,2,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000186,REC-2023-8277,MP-LS-17-90,Hon'ble Member of Parliament (Krishnanagar),"Rooftop Solar for Govt Hospital at Bethuadahari, Block Nakashipara",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,West Bengal,Nadia,Krishnanagar,Nakashipara,Bethuadahari,23.3756,88.5203,860000.0,760000.0,474000.0,286000.0,2023-11-11,2023-12-14,2024-01-07,2024-06-12,,Ongoing,57.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000187,REC-2023-7797,MP-LS-17-54,Hon'ble Member of Parliament (Jaipur Rural),"Rooftop Solar for Govt Hospital at Manoharpur, Block Shahpura",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Rajasthan,Jaipur,Jaipur Rural,Shahpura,Manoharpur,26.9652,75.8456,930000.0,930000.0,219000.0,711000.0,2023-02-21,2023-03-28,2023-04-12,2023-09-08,,Ongoing,25.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000188,REC-2023-9707,MP-LS-17-35,Hon'ble Member of Parliament (Thane),"High-Mast Solar Lighting Chowk at Titwala, Block Murbad",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Maharashtra,Thane,Thane,Murbad,Titwala,19.1735,72.9313,760000.0,610000.0,610000.0,0.0,2023-04-12,2023-05-28,2023-06-24,2023-11-27,2024-01-05,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-KE-000189,REC-2023-6216,MP-LS-17-21,Hon'ble Member of Parliament (Ernakulam),"Paver Block Road at Perumbavoor, Block Aluva",Rural Roads & Bridges,Paver Block Road,Kerala,Ernakulam,Ernakulam,Aluva,Perumbavoor,9.9104,76.2208,4270000.0,4170000.0,2324000.0,1846000.0,2023-11-15,2024-01-09,2024-01-31,2024-10-12,,Ongoing,56.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,3,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000190,REC-2023-3553,MP-LS-17-85,Hon'ble Member of Parliament (Bangalore North),"Link Road Widening at Mandur, Block Yelahanka",Rural Roads & Bridges,Link Road Widening,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Mandur,12.9338,77.5949,1730000.0,1680000.0,1518000.0,162000.0,2023-05-16,2023-07-12,2023-08-04,2024-03-27,,Ongoing,83.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,3,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000191,REC-2023-7909,MP-LS-17-39,Hon'ble Member of Parliament (Bangalore North),"Smart Digital Library Block at Doddaballapur Rd, Block Bengaluru North",Education & Classrooms,Smart Digital Library Block,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Doddaballapur Rd,13.0129,77.6384,1680000.0,1630000.0,1272000.0,358000.0,2023-03-10,2023-04-20,2023-05-03,2023-10-29,,Ongoing,82.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-UT-000192,REC-2023-7550,MP-LS-17-79,Hon'ble Member of Parliament (Varanasi),"CC Road Construction at Harahua, Block Kashi Vidyapeeth",Rural Roads & Bridges,CC Road Construction,Uttar Pradesh,Varanasi,Varanasi,Kashi Vidyapeeth,Harahua,25.3091,83.0204,2100000.0,2100000.0,1427000.0,673000.0,2023-12-09,2024-01-18,2024-02-17,2024-10-02,,Ongoing,74.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000193,REC-2023-1230,MP-LS-17-32,Hon'ble Member of Parliament (Patna Sahib),"Paver Block Road at Baikatpur, Block Phulwari Sharif",Rural Roads & Bridges,Paver Block Road,Bihar,Patna,Patna Sahib,Phulwari Sharif,Baikatpur,25.5414,85.0717,3990000.0,3840000.0,3840000.0,0.0,2023-08-07,2023-09-04,2023-09-23,2024-04-03,2024-04-07,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-MA-000194,REC-2023-4486,MP-LS-17-86,Hon'ble Member of Parliament (Thane),"Link Road Widening at Khadavali, Block Kalyan",Rural Roads & Bridges,Link Road Widening,Maharashtra,Thane,Thane,Kalyan,Khadavali,19.1393,73.0362,1710000.0,1610000.0,1610000.0,0.0,2023-01-12,2023-02-10,2023-03-09,2023-12-11,2024-01-09,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000195,REC-2023-5553,MP-LS-17-91,Hon'ble Member of Parliament (Patna Sahib),"Hand Pump Installation Cluster at Ranipur, Block Bakhtiarpur",Drinking Water,Hand Pump Installation Cluster,Bihar,Patna,Patna Sahib,Bakhtiarpur,Ranipur,25.6352,85.0743,840000.0,740000.0,201000.0,539000.0,2023-02-08,2023-03-31,2023-04-19,2023-11-12,,Ongoing,27.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,1,False,DEMO/SYNTHETIC DATA
MPL-2024-AS-000196,REC-2023-2896,MP-LS-17-12,Hon'ble Member of Parliament (Gauhati),"High-Mast Solar Lighting Chowk at Sualkuchi, Block Hajo",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Assam,Kamrup,Gauhati,Hajo,Sualkuchi,26.1738,91.6907,1340000.0,1190000.0,657000.0,533000.0,2023-03-08,2023-04-16,2023-05-15,2023-11-17,,Ongoing,58.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000197,REC-2023-4900,MP-LS-17-83,Hon'ble Member of Parliament (Patna Sahib),"Piped Water Overhead Tank at Baikatpur, Block Bakhtiarpur",Drinking Water,Piped Water Overhead Tank,Bihar,Patna,Patna Sahib,Bakhtiarpur,Baikatpur,25.5945,85.1284,2130000.0,2080000.0,0.0,2080000.0,2023-11-21,2024-01-04,2024-01-23,2024-06-26,,Sanctioned,0.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000198,REC-2023-7249,MP-LS-17-47,Hon'ble Member of Parliament (Bangalore North),"Piped Water Overhead Tank at Doddaballapur Rd, Block Bengaluru North",Drinking Water,Piped Water Overhead Tank,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Doddaballapur Rd,13.0205,77.6192,1260000.0,1160000.0,924000.0,236000.0,2023-01-26,2023-02-15,2023-03-12,2023-08-23,,Ongoing,82.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-MA-000199,REC-2023-5414,MP-LS-17-65,Hon'ble Member of Parliament (Thane),"Public Bus Passenger Shelter at Vashind, Block Ambernath",Community Infrastructure,Public Bus Passenger Shelter,Maharashtra,Thane,Thane,Ambernath,Vashind,19.2641,72.9367,1160000.0,1060000.0,1060000.0,0.0,2023-02-14,2023-03-14,2023-03-26,2023-08-04,2023-07-20,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,4,True,DEMO/SYNTHETIC DATA
MPL-2024-WE-000200,REC-2023-3619,MP-LS-17-50,Hon'ble Member of Parliament (Krishnanagar),"School Science Laboratory at Tehatta, Block Krishnanagar-I",Education & Classrooms,School Science Laboratory,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Tehatta,23.4589,88.5612,3360000.0,3260000.0,1001000.0,2259000.0,2023-03-07,2023-04-07,2023-05-02,2024-02-04,,Ongoing,34.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000201,REC-2023-4185,MP-LS-17-15,Hon'ble Member of Parliament (Bangalore North),"Hand Pump Installation Cluster at Doddaballapur Rd, Block Yelahanka",Drinking Water,Hand Pump Installation Cluster,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Doddaballapur Rd,13.0329,77.5813,960000.0,860000.0,860000.0,0.0,2023-04-09,2023-05-23,2023-06-19,2023-10-29,2023-11-18,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000202,REC-2023-2361,MP-LS-17-72,Hon'ble Member of Parliament (Varanasi),"Deep Borewell & Solar Pump System at Harahua, Block Arajiline",Drinking Water,Deep Borewell & Solar Pump System,Uttar Pradesh,Varanasi,Varanasi,Arajiline,Harahua,25.2424,82.9224,1750000.0,1750000.0,446000.0,1304000.0,2023-11-23,2024-01-17,2024-01-28,2024-06-04,,Ongoing,25.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000203,REC-2023-3795,MP-LS-17-55,Hon'ble Member of Parliament (Patna Sahib),"Piped Water Overhead Tank at Jethuli, Block Danapur",Drinking Water,Piped Water Overhead Tank,Bihar,Patna,Patna Sahib,Danapur,Jethuli,25.6033,85.0912,1150000.0,1100000.0,987000.0,113000.0,2023-11-01,2023-12-19,2023-12-31,2024-09-18,,Ongoing,84.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,3,2,False,DEMO/SYNTHETIC DATA
MPL-2024-AS-000204,REC-2023-4850,MP-LS-17-51,Hon'ble Member of Parliament (Gauhati),"Senior Citizen Recreation Shed at Boko, Block Hajo",Community Infrastructure,Senior Citizen Recreation Shed,Assam,Kamrup,Gauhati,Hajo,Boko,26.0676,91.6991,1780000.0,1680000.0,1680000.0,0.0,2023-03-27,2023-05-06,2023-05-25,2023-12-15,2024-01-09,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-MA-000205,REC-2023-5037,MP-LS-17-88,Hon'ble Member of Parliament (Thane),"Paver Block Road at Vashind, Block Kalyan",Rural Roads & Bridges,Paver Block Road,Maharashtra,Thane,Thane,Kalyan,Vashind,19.1443,72.8994,3400000.0,3250000.0,1484000.0,1766000.0,2023-08-12,2023-10-03,2023-10-27,2024-07-05,,Ongoing,47.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,2,False,DEMO/SYNTHETIC DATA
MPL-2024-UT-000206,REC-2023-3859,MP-LS-17-31,Hon'ble Member of Parliament (Varanasi),"Solar Street Light Grid (50 poles) at Rampur, Block Arajiline",Solar & Renewable Energy,Solar Street Light Grid (50 poles),Uttar Pradesh,Varanasi,Varanasi,Arajiline,Rampur,25.3014,82.9163,1380000.0,1380000.0,1380000.0,0.0,2023-02-22,2023-03-18,2023-04-11,2023-09-27,2023-09-19,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,4,True,DEMO/SYNTHETIC DATA
MPL-2024-KA-000207,REC-2023-2277,MP-LS-17-94,Hon'ble Member of Parliament (Bangalore North),"Crematorium Shed with Amenities at Mandur, Block Bengaluru North",Community Infrastructure,Crematorium Shed with Amenities,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Mandur,12.9025,77.5558,2530000.0,2480000.0,1981000.0,499000.0,2023-12-01,2023-12-31,2024-01-28,2024-09-22,,Ongoing,82.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,2,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000208,REC-2023-4205,MP-LS-17-98,Hon'ble Member of Parliament (Krishnanagar),"Paver Block Road at Debagram, Block Nabadwip",Rural Roads & Bridges,Paver Block Road,West Bengal,Nadia,Krishnanagar,Nabadwip,Debagram,23.402,88.5301,1660000.0,1610000.0,878000.0,732000.0,2023-04-18,2023-06-11,2023-06-21,2023-12-07,,Ongoing,55.0,AGY-PWD-01,Public Works Department (PWD) Division I,3,1,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000209,REC-2023-8200,MP-LS-17-91,Hon'ble Member of Parliament (Krishnanagar),"Smart Digital Library Block at Dhubulia, Block Nabadwip",Education & Classrooms,Smart Digital Library Block,West Bengal,Nadia,Krishnanagar,Nabadwip,Dhubulia,23.3261,88.4536,1160000.0,1160000.0,1160000.0,0.0,2023-04-07,2023-05-12,2023-05-23,2024-02-06,2024-01-26,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-MA-000210,REC-2023-4888,MP-LS-17-48,Hon'ble Member of Parliament (Thane),"Primary Health Sub-Centre Building at Tokawade, Block Murbad",Health & Sanitation,Primary Health Sub-Centre Building,Maharashtra,Thane,Thane,Murbad,Tokawade,19.2742,72.9343,1440000.0,1390000.0,893000.0,497000.0,2023-01-15,2023-02-22,2023-03-06,2023-12-05,,Ongoing,71.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,1,False,DEMO/SYNTHETIC DATA
MPL-2024-KA-000211,REC-2023-5275,MP-LS-17-27,Hon'ble Member of Parliament (Bangalore North),"School Science Laboratory at Mandur, Block Yelahanka",Education & Classrooms,School Science Laboratory,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Mandur,12.9284,77.5218,1300000.0,1250000.0,1250000.0,0.0,2023-07-07,2023-08-28,2023-09-20,2024-06-22,2024-06-13,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,2,True,DEMO/SYNTHETIC DATA
MPL-2024-WE-000212,REC-2023-2132,MP-LS-17-51,Hon'ble Member of Parliament (Krishnanagar),"School Science Laboratory at Debagram, Block Krishnanagar-I",Education & Classrooms,School Science Laboratory,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Debagram,23.3767,88.4594,900000.0,800000.0,469000.0,331000.0,2023-04-25,2023-06-03,2023-06-24,2023-12-22,,Ongoing,57.0,AGY-DRDA-04,District Rural Development Agency (DRDA),3,2,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000213,REC-2023-4432,MP-LS-17-84,Hon'ble Member of Parliament (Patna Sahib),"Public Bus Passenger Shelter at Ranipur, Block Danapur",Community Infrastructure,Public Bus Passenger Shelter,Bihar,Patna,Patna Sahib,Danapur,Ranipur,25.5245,85.1816,1560000.0,1460000.0,422000.0,1038000.0,2023-09-19,2023-11-06,2023-11-21,2024-08-03,,Ongoing,32.0,AGY-PWD-01,Public Works Department (PWD) Division I,2,3,False,DEMO/SYNTHETIC DATA
MPL-2024-AS-000214,REC-2023-4099,MP-LS-17-36,Hon'ble Member of Parliament (Gauhati),"Rooftop Solar for Govt Hospital at Dadara, Block Chaygaon",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Assam,Kamrup,Gauhati,Chaygaon,Dadara,26.1306,91.7841,1430000.0,1430000.0,1430000.0,0.0,2023-03-13,2023-05-02,2023-05-23,2024-02-08,2024-02-14,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-BI-000215,REC-2023-3661,MP-LS-17-79,Hon'ble Member of Parliament (Patna Sahib),"Paver Block Road at Sabbalpur, Block Danapur",Rural Roads & Bridges,Paver Block Road,Bihar,Patna,Patna Sahib,Danapur,Sabbalpur,25.5349,85.2136,2130000.0,1980000.0,1980000.0,0.0,2023-11-17,2023-12-13,2023-12-27,2024-04-25,2024-05-06,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,5,2,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000216,REC-2023-1580,MP-LS-17-69,Hon'ble Member of Parliament (Varanasi),"Culvert & Drainage Bridge at Babatpur, Block Arajiline",Rural Roads & Bridges,Culvert & Drainage Bridge,Uttar Pradesh,Varanasi,Varanasi,Arajiline,Babatpur,25.312,83.0463,2060000.0,1910000.0,1910000.0,0.0,2023-09-09,2023-10-28,2023-11-24,2024-07-07,2024-08-04,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,5,2,True,DEMO/SYNTHETIC DATA
MPL-2024-WE-000217,REC-2023-4927,MP-LS-17-37,Hon'ble Member of Parliament (Krishnanagar),"Senior Citizen Recreation Shed at Tehatta, Block Chapra",Community Infrastructure,Senior Citizen Recreation Shed,West Bengal,Nadia,Krishnanagar,Chapra,Tehatta,23.3903,88.4382,2680000.0,2630000.0,2630000.0,0.0,2023-11-14,2023-12-14,2024-01-13,2024-06-09,2024-05-27,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,3,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000218,REC-2023-7656,MP-LS-17-11,Hon'ble Member of Parliament (Varanasi),"Rooftop Solar for Govt Hospital at Harahua, Block Pindra",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Uttar Pradesh,Varanasi,Varanasi,Pindra,Harahua,25.3356,83.0111,1530000.0,1380000.0,448000.0,932000.0,2023-05-16,2023-06-19,2023-07-02,2024-04-25,,Ongoing,33.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,3,False,DEMO/SYNTHETIC DATA
MPL-2024-BI-000219,REC-2023-7366,MP-LS-17-32,Hon'ble Member of Parliament (Patna Sahib),"RO Water Treatment Plant at Ranipur, Block Bakhtiarpur",Drinking Water,RO Water Treatment Plant,Bihar,Patna,Patna Sahib,Bakhtiarpur,Ranipur,25.621,85.2103,2030000.0,1980000.0,0.0,1980000.0,2023-06-02,2023-07-29,2023-08-12,2024-06-07,,Sanctioned,0.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,0,False,DEMO/SYNTHETIC DATA
MPL-2024-RA-000220,REC-2023-8709,MP-LS-17-86,Hon'ble Member of Parliament (Jaipur Rural),"Primary Health Sub-Centre Building at Bagru, Block Amer",Health & Sanitation,Primary Health Sub-Centre Building,Rajasthan,Jaipur,Jaipur Rural,Amer,Bagru,26.8453,75.728,2050000.0,1900000.0,1900000.0,0.0,2023-03-21,2023-05-14,2023-05-27,2023-09-26,2023-10-10,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-MA-000221,REC-2023-3967,MP-LS-17-68,Hon'ble Member of Parliament (Thane),"Culvert & Drainage Bridge at Titwala, Block Murbad",Rural Roads & Bridges,Culvert & Drainage Bridge,Maharashtra,Thane,Thane,Murbad,Titwala,19.208,72.9386,1930000.0,1880000.0,1880000.0,0.0,2023-09-05,2023-10-14,2023-10-25,2024-03-22,2024-03-22,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,4,3,True,DEMO/SYNTHETIC DATA
MPL-2024-RA-000222,REC-2023-8770,MP-LS-17-85,Hon'ble Member of Parliament (Jaipur Rural),"CC Road Construction at Achrol, Block Sanganer",Rural Roads & Bridges,CC Road Construction,Rajasthan,Jaipur,Jaipur Rural,Sanganer,Achrol,26.8735,75.7206,2830000.0,2730000.0,756000.0,1974000.0,2023-11-24,2023-12-25,2024-01-08,2024-09-06,,Ongoing,28.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,4,1,False,DEMO/SYNTHETIC DATA
MPL-2024-WE-000223,REC-2023-4897,MP-LS-17-17,Hon'ble Member of Parliament (Krishnanagar),"Culvert & Drainage Bridge at Debagram, Block Krishnanagar-I",Rural Roads & Bridges,Culvert & Drainage Bridge,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Debagram,23.41,88.5758,2650000.0,2500000.0,2500000.0,0.0,2023-07-20,2023-08-16,2023-08-31,2024-04-13,2024-04-28,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-AS-000224,REC-2023-3870,MP-LS-17-58,Hon'ble Member of Parliament (Gauhati),"High-Mast Solar Lighting Chowk at Sualkuchi, Block Bezera",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Assam,Kamrup,Gauhati,Bezera,Sualkuchi,26.1275,91.7107,1520000.0,1470000.0,360000.0,1110000.0,2023-04-08,2023-05-01,2023-05-13,2023-12-28,,Ongoing,24.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,3,False,DEMO/SYNTHETIC DATA
MPL-2024-AS-000225,REC-2023-6837,MP-LS-17-11,Hon'ble Member of Parliament (Gauhati),"High-Mast Solar Lighting Chowk at Mirza, Block Chaygaon",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,Assam,Kamrup,Gauhati,Chaygaon,Mirza,26.2201,91.7915,1480000.0,1430000.0,1430000.0,0.0,2023-01-19,2023-03-12,2023-03-25,2023-10-24,2023-11-19,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,5,2,True,DEMO/SYNTHETIC DATA
MPL-2024-UT-000226,REC-2023-9101,MP-LS-17-90,Hon'ble Member of Parliament (Varanasi),"School Boundary Wall & Sanitation at Chhatar, Block Sewapuri",Education & Classrooms,School Boundary Wall & Sanitation,Uttar Pradesh,Varanasi,Varanasi,Sewapuri,Chhatar,25.2729,82.9765,1980000.0,1880000.0,1880000.0,0.0,2023-02-28,2023-04-02,2023-04-18,2024-01-09,2024-02-11,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),5,3,True,DEMO/SYNTHETIC DATA
MPL-2024-WE-000227,REC-2023-9195,MP-LS-17-36,Hon'ble Member of Parliament (Krishnanagar),"School Science Laboratory at Tehatta, Block Nabadwip",Education & Classrooms,School Science Laboratory,West Bengal,Nadia,Krishnanagar,Nabadwip,Tehatta,23.4389,88.5235,2250000.0,2100000.0,638000.0,1462000.0,2023-02-28,2023-04-18,2023-04-30,2024-02-04,,Ongoing,31.0,AGY-PWD-01,Public Works Department (PWD) Division I,3,3,False,DEMO/SYNTHETIC DATA
