work_id,recommendation_id,house,tenure,mp_id,mp_name,work_name,category,sub_category,state,district,constituency,block,village,latitude,longitude,recommended_amount,sanctioned_amount,expenditure_amount,remaining_amount,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,progress_percentage,implementing_agency_id,implementing_agency_name,document_count,photo_count,has_completion_certificate,source_type
MPL-2024-WE-000049,REC-2023-0049,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-58,Smt. Mahua Mitra (Hon'ble MP),"Village Waste Segregation Shed at Bethuadahari, Block Nakashipara",Health & Sanitation,Village Waste Segregation Shed,West Bengal,Nadia,Krishnanagar,Nakashipara,Bethuadahari,23.4376,88.5003,1880000.0,1880000.0,1162000.0,718000.0,2024-01-28,2024-03-04,2024-03-30,2024-08-20,,Ongoing,72.1,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,4,False,PUBLIC DATA
MPL-2024-WE-000050,REC-2023-0050,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-49,Smt. Mahua Mitra (Hon'ble MP),"School Boundary Wall & Sanitation at Mayapur, Block Nabadwip",Education & Classrooms,School Boundary Wall & Sanitation,West Bengal,Nadia,Krishnanagar,Nabadwip,Mayapur,23.4711,88.4447,4310000.0,4310000.0,4310000.0,0.0,2023-10-05,2023-10-30,2023-11-12,2024-06-21,2024-06-26,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,4,True,PUBLIC DATA
MPL-2024-BI-000051,REC-2023-0051,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-80,Dr. Ravi Shankar Sinha (Hon'ble MP),"Senior Citizen Recreation Shed at Sabbalpur, Block Danapur",Community Infrastructure,Senior Citizen Recreation Shed,Bihar,Patna,Patna Sahib,Danapur,Sabbalpur,25.5457,85.0701,4780000.0,4780000.0,1828000.0,2952000.0,2023-07-05,2023-07-23,2023-08-11,2024-02-20,,Delayed,42.5,AGY-PWD-01,Public Works Department (PWD) Division I,1,2,False,PUBLIC DATA
MPL-2024-KE-000052,REC-2023-0052,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-39,Shri Hibi Eden (Hon'ble MP),"Community Public Toilet Complex at Perumbavoor, Block Paravur",Health & Sanitation,Community Public Toilet Complex,Kerala,Ernakulam,Ernakulam,Paravur,Perumbavoor,10.057,76.3721,1940000.0,1940000.0,1940000.0,0.0,2024-05-23,2024-07-15,2024-08-01,2025-02-10,2025-02-08,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,4,True,PUBLIC DATA
MPL-2024-KA-000053,REC-2023-0053,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-51,Shri K. Venkatesh (Hon'ble MP),"RO Water Treatment Plant at Attibele, Block K.R. Puram",Drinking Water,RO Water Treatment Plant,Karnataka,Bengaluru Urban,Bangalore North,K.R. Puram,Attibele,13.0353,77.5663,2000000.0,2000000.0,2000000.0,0.0,2023-08-12,2023-09-11,2023-10-07,2024-02-22,2024-03-06,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,2,2,True,PUBLIC DATA
MPL-2024-MA-000054,REC-2023-0054,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-40,Shri Naresh Rao (Hon'ble MP),"Crematorium Shed with Amenities at Saralgaon, Block Bhiwandi",Community Infrastructure,Crematorium Shed with Amenities,Maharashtra,Thane,Thane,Bhiwandi,Saralgaon,19.1655,72.9656,1000000.0,1000000.0,455000.0,545000.0,2023-05-22,2023-06-09,2023-06-21,2023-12-09,,Ongoing,50.0,AGY-DRDA-04,District Rural Development Agency (DRDA),3,3,False,PUBLIC DATA
MPL-2024-AS-000055,REC-2023-0055,Rajya Sabha,18th Lok Sabha (2024-Present),MP-RA-17-23,Smt. Queen Oja (Hon'ble MP),"Paver Block Road at Dadara, Block Kamalpur",Rural Roads & Bridges,Paver Block Road,Assam,Kamrup,Gauhati,Kamalpur,Dadara,26.1665,91.7587,2380000.0,2380000.0,2380000.0,0.0,2023-06-16,2023-08-12,2023-08-22,2024-01-19,2023-12-30,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,5,True,PUBLIC DATA
MPL-2024-UT-000056,REC-2023-0056,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-89,Shri Ramakant Sharma (Hon'ble MP),"Village Waste Segregation Shed at Chhatar, Block Pindra",Health & Sanitation,Village Waste Segregation Shed,Uttar Pradesh,Varanasi,Varanasi,Pindra,Chhatar,25.2583,82.9853,2080000.0,2080000.0,2080000.0,0.0,2024-06-04,2024-07-12,2024-07-22,2024-12-31,2025-01-05,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,6,True,PUBLIC DATA
MPL-2024-RA-000057,REC-2023-0057,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-92,Smt. Manju Meena (Hon'ble MP),"Health Diagnostic Equipment at Nayla, Block Chaksu",Health & Sanitation,Health Diagnostic Equipment,Rajasthan,Jaipur,Jaipur Rural,Chaksu,Nayla,26.9669,75.7675,1590000.0,1590000.0,349000.0,1241000.0,2023-06-15,2023-07-07,2023-08-02,2023-12-06,,Delayed,24.4,AGY-PWD-01,Public Works Department (PWD) Division I,1,0,False,PUBLIC DATA
MPL-2024-UT-000058,REC-2023-0058,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-42,Shri Ramakant Sharma (Hon'ble MP),"Health Diagnostic Equipment at Rampur, Block Cholapur",Health & Sanitation,Health Diagnostic Equipment,Uttar Pradesh,Varanasi,Varanasi,Cholapur,Rampur,25.3235,82.9669,970000.0,970000.0,970000.0,0.0,2023-05-19,2023-07-02,2023-07-17,2024-03-01,2024-04-10,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,3,4,True,PUBLIC DATA
MPL-2024-KE-000059,REC-2023-0059,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-74,Shri Hibi Eden (Hon'ble MP),"Senior Citizen Recreation Shed at Cherai, Block Muvattupuzha",Community Infrastructure,Senior Citizen Recreation Shed,Kerala,Ernakulam,Ernakulam,Muvattupuzha,Cherai,9.9453,76.2501,2800000.0,2800000.0,2355000.0,445000.0,2023-09-21,2023-10-07,2023-10-17,2024-05-05,,Ongoing,74.9,AGY-DRDA-04,District Rural Development Agency (DRDA),3,1,False,PUBLIC DATA
MPL-2024-WE-000060,REC-2023-0060,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-18,Smt. Mahua Mitra (Hon'ble MP),"Primary Health Sub-Centre Building at Tehatta, Block Nakashipara",Health & Sanitation,Primary Health Sub-Centre Building,West Bengal,Nadia,Krishnanagar,Nakashipara,Tehatta,23.3394,88.5014,1050000.0,1050000.0,489000.0,561000.0,2024-03-05,2024-03-31,2024-04-27,2024-09-13,,Ongoing,46.1,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,1,2,False,PUBLIC DATA
MPL-2024-WE-000061,REC-2023-0061,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-70,Smt. Mahua Mitra (Hon'ble MP),"School Science Laboratory at Mayapur, Block Nakashipara",Education & Classrooms,School Science Laboratory,West Bengal,Nadia,Krishnanagar,Nakashipara,Mayapur,23.4386,88.5255,2410000.0,2410000.0,2410000.0,0.0,2023-04-18,2023-06-14,2023-07-05,2024-02-01,2024-03-12,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,3,False,PUBLIC DATA
MPL-2024-RA-000062,REC-2023-0062,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-36,Smt. Manju Meena (Hon'ble MP),"CC Road Construction at Bagru, Block Kotputli",Rural Roads & Bridges,CC Road Construction,Rajasthan,Jaipur,Jaipur Rural,Kotputli,Bagru,26.9054,75.7887,2790000.0,2790000.0,1303000.0,1487000.0,2024-01-23,2024-03-15,2024-04-04,2024-11-09,,Ongoing,52.6,AGY-PWD-01,Public Works Department (PWD) Division I,1,1,False,PUBLIC DATA
MPL-2024-UT-000063,REC-2023-0063,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-79,Shri Ramakant Sharma (Hon'ble MP),"Village Waste Segregation Shed at Shivpur, Block Pindra",Health & Sanitation,Village Waste Segregation Shed,Uttar Pradesh,Varanasi,Varanasi,Pindra,Shivpur,25.289,82.8973,1860000.0,1860000.0,665000.0,1195000.0,2023-08-05,2023-08-23,2023-09-16,2024-02-25,,Delayed,39.7,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,1,False,PUBLIC DATA
MPL-2024-KE-000064,REC-2023-0064,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-73,Shri Hibi Eden (Hon'ble MP),"Solar Street Light Grid (50 poles) at Kothamangalam, Block Muvattupuzha",Solar & Renewable Energy,Solar Street Light Grid (50 poles),Kerala,Ernakulam,Ernakulam,Muvattupuzha,Kothamangalam,10.0248,76.2893,1380000.0,1380000.0,1380000.0,0.0,2024-06-13,2024-07-04,2024-07-31,2024-12-20,2024-12-11,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,3,True,PUBLIC DATA
MPL-2024-WE-000065,REC-2023-0065,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-88,Smt. Mahua Mitra (Hon'ble MP),"Solar Street Light Grid (50 poles) at Debagram, Block Nabadwip",Solar & Renewable Energy,Solar Street Light Grid (50 poles),West Bengal,Nadia,Krishnanagar,Nabadwip,Debagram,23.3323,88.5232,880000.0,880000.0,765000.0,115000.0,2023-11-18,2024-01-03,2024-01-14,2024-08-18,,Ongoing,80.8,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,3,3,False,PUBLIC DATA
MPL-2024-KA-000066,REC-2023-0066,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-81,Shri K. Venkatesh (Hon'ble MP),"Community Public Toilet Complex at Doddaballapur Rd, Block Bengaluru North",Health & Sanitation,Community Public Toilet Complex,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Doddaballapur Rd,12.9314,77.5943,1150000.0,1150000.0,441000.0,709000.0,2023-12-12,2024-01-22,2024-02-16,2024-08-21,,Ongoing,41.9,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,1,4,False,PUBLIC DATA
MPL-2024-KA-000067,REC-2023-0067,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-82,Shri K. Venkatesh (Hon'ble MP),"School Science Laboratory at Attibele, Block Bengaluru North",Education & Classrooms,School Science Laboratory,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Attibele,12.8946,77.5843,900000.0,900000.0,900000.0,0.0,2023-11-16,2023-12-15,2024-01-10,2024-09-04,2024-08-27,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,3,5,True,PUBLIC DATA
MPL-2024-BI-000068,REC-2023-0068,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-95,Dr. Ravi Shankar Sinha (Hon'ble MP),"Primary Health Sub-Centre Building at Gauri Chak, Block Phulwari Sharif",Health & Sanitation,Primary Health Sub-Centre Building,Bihar,Patna,Patna Sahib,Phulwari Sharif,Gauri Chak,25.6649,85.0858,3970000.0,3970000.0,3047000.0,923000.0,2023-11-17,2024-01-08,2024-01-22,2024-05-27,,Ongoing,76.7,AGY-PWD-01,Public Works Department (PWD) Division I,1,4,False,PUBLIC DATA
MPL-2024-MA-000069,REC-2023-0069,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-32,Shri Naresh Rao (Hon'ble MP),"RO Water Treatment Plant at Vashind, Block Bhiwandi",Drinking Water,RO Water Treatment Plant,Maharashtra,Thane,Thane,Bhiwandi,Vashind,19.2555,73.0358,1120000.0,1120000.0,431000.0,689000.0,2024-01-19,2024-03-07,2024-03-18,2024-09-25,,Ongoing,38.4,AGY-WSS-05,Public Health Engineering & Water Supply Dept,1,2,False,PUBLIC DATA
MPL-2024-KA-000070,REC-2023-0070,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-47,Shri K. Venkatesh (Hon'ble MP),"Senior Citizen Recreation Shed at Hesaraghatta, Block Bengaluru North",Community Infrastructure,Senior Citizen Recreation Shed,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Hesaraghatta,12.9179,77.6188,2380000.0,2380000.0,1694000.0,686000.0,2024-03-01,2024-04-28,2024-05-20,2024-12-28,,Ongoing,66.3,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,2,False,PUBLIC DATA
MPL-2024-KE-000071,REC-2023-0071,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-30,Shri Hibi Eden (Hon'ble MP),"Paver Block Road at Kothamangalam, Block Angamaly",Rural Roads & Bridges,Paver Block Road,Kerala,Ernakulam,Ernakulam,Angamaly,Kothamangalam,9.9786,76.2674,6000000.0,6000000.0,6000000.0,0.0,2023-10-03,2023-10-25,2023-11-23,2024-04-03,2024-03-27,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,4,4,True,PUBLIC DATA
MPL-2024-UT-000072,REC-2023-0072,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-56,Shri Ramakant Sharma (Hon'ble MP),"Additional Classroom Building at Harahua, Block Kashi Vidyapeeth",Education & Classrooms,Additional Classroom Building,Uttar Pradesh,Varanasi,Varanasi,Kashi Vidyapeeth,Harahua,25.3096,82.9675,1280000.0,1280000.0,1280000.0,0.0,2023-12-14,2024-02-06,2024-02-16,2024-06-15,2024-07-22,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,4,6,True,PUBLIC DATA
MPL-2024-MA-000073,REC-2023-0073,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-42,Shri Naresh Rao (Hon'ble MP),"Crematorium Shed with Amenities at Khadavali, Block Kalyan",Community Infrastructure,Crematorium Shed with Amenities,Maharashtra,Thane,Thane,Kalyan,Khadavali,19.1934,73.0052,2000000.0,2000000.0,1212000.0,788000.0,2023-07-27,2023-09-25,2023-10-17,2024-06-01,,Ongoing,56.4,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,1,2,False,PUBLIC DATA
MPL-2024-RA-000074,REC-2023-0074,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-38,Smt. Manju Meena (Hon'ble MP),"School Science Laboratory at Manoharpur, Block Kotputli",Education & Classrooms,School Science Laboratory,Rajasthan,Jaipur,Jaipur Rural,Kotputli,Manoharpur,26.9213,75.7645,4350000.0,4350000.0,4350000.0,0.0,2023-12-12,2024-01-18,2024-02-16,2024-09-30,2024-10-10,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,3,2,True,PUBLIC DATA
MPL-2024-MA-000075,REC-2023-0075,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-87,Shri Naresh Rao (Hon'ble MP),"Paver Block Road at Titwala, Block Murbad",Rural Roads & Bridges,Paver Block Road,Maharashtra,Thane,Thane,Murbad,Titwala,19.139,73.0005,1820000.0,1820000.0,938000.0,882000.0,2024-02-11,2024-03-16,2024-04-15,2024-11-20,,Ongoing,50.4,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,3,False,PUBLIC DATA
MPL-2024-MA-000076,REC-2023-0076,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-52,Shri Naresh Rao (Hon'ble MP),"Hand Pump Installation Cluster at Khadavali, Block Ambernath",Drinking Water,Hand Pump Installation Cluster,Maharashtra,Thane,Thane,Ambernath,Khadavali,19.2697,72.9966,1210000.0,1210000.0,264000.0,946000.0,2023-12-08,2023-12-25,2024-01-18,2024-05-19,,Delayed,24.2,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,1,1,False,PUBLIC DATA
MPL-2024-WE-000077,REC-2023-0077,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-97,Smt. Mahua Mitra (Hon'ble MP),"Deep Borewell & Solar Pump System at Tehatta, Block Nakashipara",Drinking Water,Deep Borewell & Solar Pump System,West Bengal,Nadia,Krishnanagar,Nakashipara,Tehatta,23.4755,88.4842,2100000.0,2100000.0,2100000.0,0.0,2024-03-13,2024-03-28,2024-04-19,2024-11-24,2024-12-09,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,3,False,PUBLIC DATA
MPL-2024-AS-000078,REC-2023-0078,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-39,Smt. Queen Oja (Hon'ble MP),"Panchayat Community Hall at Dadara, Block Rangia",Community Infrastructure,Panchayat Community Hall,Assam,Kamrup,Gauhati,Rangia,Dadara,26.2236,91.6803,2150000.0,2150000.0,2150000.0,0.0,2024-01-22,2024-02-28,2024-03-13,2024-08-25,2024-08-18,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),2,2,True,PUBLIC DATA
MPL-2024-MA-000079,REC-2023-0079,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-80,Shri Naresh Rao (Hon'ble MP),"Deep Borewell & Solar Pump System at Padgha, Block Shahapur",Drinking Water,Deep Borewell & Solar Pump System,Maharashtra,Thane,Thane,Shahapur,Padgha,19.1756,73.0253,1720000.0,1720000.0,1720000.0,0.0,2024-02-09,2024-03-24,2024-04-07,2024-11-24,2024-11-11,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,2,6,True,PUBLIC DATA
MPL-2024-AS-000080,REC-2023-0080,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-59,Smt. Queen Oja (Hon'ble MP),"Link Road Widening at Dadara, Block Bezera",Rural Roads & Bridges,Link Road Widening,Assam,Kamrup,Gauhati,Bezera,Dadara,26.1096,91.813,3220000.0,3220000.0,1374000.0,1846000.0,2023-05-03,2023-05-20,2023-06-09,2023-12-04,,Delayed,47.4,AGY-DRDA-04,District Rural Development Agency (DRDA),2,0,False,PUBLIC DATA
MPL-2024-BI-000081,REC-2023-0081,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-85,Dr. Ravi Shankar Sinha (Hon'ble MP),"Community Public Toilet Complex at Jethuli, Block Phulwari Sharif",Health & Sanitation,Community Public Toilet Complex,Bihar,Patna,Patna Sahib,Phulwari Sharif,Jethuli,25.5153,85.111,2180000.0,2180000.0,2180000.0,0.0,2024-02-10,2024-02-29,2024-03-17,2024-08-30,2024-09-22,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,6,True,PUBLIC DATA
MPL-2024-WE-000082,REC-2023-0082,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-79,Smt. Mahua Mitra (Hon'ble MP),"High-Mast Solar Lighting Chowk at Debagram, Block Nabadwip",Solar & Renewable Energy,High-Mast Solar Lighting Chowk,West Bengal,Nadia,Krishnanagar,Nabadwip,Debagram,23.4766,88.5515,1470000.0,1470000.0,1470000.0,0.0,2024-02-15,2024-03-13,2024-04-04,2024-09-24,2024-10-03,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,3,6,False,PUBLIC DATA
MPL-2024-BI-000083,REC-2023-0083,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-72,Dr. Ravi Shankar Sinha (Hon'ble MP),"Paver Block Road at Jethuli, Block Phulwari Sharif",Rural Roads & Bridges,Paver Block Road,Bihar,Patna,Patna Sahib,Phulwari Sharif,Jethuli,25.5382,85.163,3360000.0,3360000.0,1201000.0,2159000.0,2023-07-19,2023-08-15,2023-09-08,2024-02-10,,Ongoing,37.7,AGY-DRDA-04,District Rural Development Agency (DRDA),3,2,False,PUBLIC DATA
MPL-2024-KE-000084,REC-2023-0084,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-67,Shri Hibi Eden (Hon'ble MP),"CC Road Construction at Edappally, Block Muvattupuzha",Rural Roads & Bridges,CC Road Construction,Kerala,Ernakulam,Ernakulam,Muvattupuzha,Edappally,9.9945,76.2984,2450000.0,2450000.0,2450000.0,0.0,2023-06-01,2023-06-19,2023-07-02,2024-01-16,2024-01-04,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),2,6,True,PUBLIC DATA
MPL-2024-WE-000085,REC-2023-0085,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-68,Smt. Mahua Mitra (Hon'ble MP),"Health Diagnostic Equipment at Tehatta, Block Nabadwip",Health & Sanitation,Health Diagnostic Equipment,West Bengal,Nadia,Krishnanagar,Nabadwip,Tehatta,23.3246,88.5522,1960000.0,1960000.0,1596000.0,364000.0,2023-05-01,2023-06-24,2023-07-16,2024-02-29,,Ongoing,71.4,AGY-PWD-01,Public Works Department (PWD) Division I,1,3,False,PUBLIC DATA
MPL-2024-WE-000086,REC-2023-0086,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-63,Smt. Mahua Mitra (Hon'ble MP),"Crematorium Shed with Amenities at Mayapur, Block Nakashipara",Community Infrastructure,Crematorium Shed with Amenities,West Bengal,Nadia,Krishnanagar,Nakashipara,Mayapur,23.4349,88.4744,2140000.0,2140000.0,1032000.0,1108000.0,2024-04-30,2024-06-07,2024-06-30,2025-01-17,,Ongoing,50.9,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,1,False,PUBLIC DATA
MPL-2024-AS-000087,REC-2023-0087,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-98,Smt. Queen Oja (Hon'ble MP),"Village Waste Segregation Shed at Boko, Block Hajo",Health & Sanitation,Village Waste Segregation Shed,Assam,Kamrup,Gauhati,Hajo,Boko,26.0881,91.7184,1400000.0,1400000.0,703000.0,697000.0,2023-08-19,2023-10-16,2023-11-11,2024-06-04,,Delayed,55.8,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,0,False,PUBLIC DATA
MPL-2024-BI-000088,REC-2023-0088,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-79,Dr. Ravi Shankar Sinha (Hon'ble MP),"Link Road Widening at Baikatpur, Block Phulwari Sharif",Rural Roads & Bridges,Link Road Widening,Bihar,Patna,Patna Sahib,Phulwari Sharif,Baikatpur,25.5755,85.1066,3660000.0,3660000.0,1547000.0,2113000.0,2023-12-25,2024-01-23,2024-02-10,2024-07-26,,Ongoing,42.7,AGY-PWD-01,Public Works Department (PWD) Division I,2,1,False,PUBLIC DATA
MPL-2024-KE-000089,REC-2023-0089,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-72,Shri Hibi Eden (Hon'ble MP),"Additional Classroom Building at Kothamangalam, Block Paravur",Education & Classrooms,Additional Classroom Building,Kerala,Ernakulam,Ernakulam,Paravur,Kothamangalam,9.9727,76.3781,900000.0,900000.0,680000.0,220000.0,2024-01-09,2024-02-14,2024-03-01,2024-10-18,,Ongoing,66.5,AGY-PWD-01,Public Works Department (PWD) Division I,3,2,False,PUBLIC DATA
MPL-2024-WE-000090,REC-2023-0090,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-19,Smt. Mahua Mitra (Hon'ble MP),"Senior Citizen Recreation Shed at Debagram, Block Nabadwip",Community Infrastructure,Senior Citizen Recreation Shed,West Bengal,Nadia,Krishnanagar,Nabadwip,Debagram,23.3434,88.4763,2430000.0,2430000.0,2430000.0,0.0,2024-05-01,2024-06-11,2024-06-24,2024-12-31,2025-01-08,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,4,6,True,PUBLIC DATA
MPL-2024-AS-000091,REC-2023-0091,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-72,Smt. Queen Oja (Hon'ble MP),"Community Public Toilet Complex at Puthimari, Block Hajo",Health & Sanitation,Community Public Toilet Complex,Assam,Kamrup,Gauhati,Hajo,Puthimari,26.2192,91.8118,1100000.0,1100000.0,330000.0,770000.0,2024-06-13,2024-08-02,2024-08-15,2025-01-28,,Ongoing,31.2,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,1,1,False,PUBLIC DATA
MPL-2024-AS-000092,REC-2023-0092,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-96,Smt. Queen Oja (Hon'ble MP),"Panchayat Community Hall at Dadara, Block Bezera",Community Infrastructure,Panchayat Community Hall,Assam,Kamrup,Gauhati,Bezera,Dadara,26.1404,91.7434,1820000.0,1820000.0,898000.0,922000.0,2023-05-17,2023-07-15,2023-08-02,2024-03-25,,Delayed,54.8,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,1,2,False,PUBLIC DATA
MPL-2024-KA-000093,REC-2023-0093,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-50,Shri K. Venkatesh (Hon'ble MP),"Crematorium Shed with Amenities at Singanayakanahalli, Block Anekal",Community Infrastructure,Crematorium Shed with Amenities,Karnataka,Bengaluru Urban,Bangalore North,Anekal,Singanayakanahalli,13.0167,77.635,3020000.0,3020000.0,1008000.0,2012000.0,2023-12-05,2024-01-04,2024-01-30,2024-06-04,,Delayed,37.1,AGY-DRDA-04,District Rural Development Agency (DRDA),2,2,False,PUBLIC DATA
MPL-2024-RA-000094,REC-2023-0094,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-70,Smt. Manju Meena (Hon'ble MP),"Crematorium Shed with Amenities at Achrol, Block Chaksu",Community Infrastructure,Crematorium Shed with Amenities,Rajasthan,Jaipur,Jaipur Rural,Chaksu,Achrol,26.8564,75.7176,2980000.0,2980000.0,2980000.0,0.0,2023-05-09,2023-05-25,2023-06-04,2023-11-01,2023-11-01,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,5,True,PUBLIC DATA
MPL-2024-AS-000095,REC-2023-0095,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-57,Smt. Queen Oja (Hon'ble MP),"Senior Citizen Recreation Shed at Boko, Block Rangia",Community Infrastructure,Senior Citizen Recreation Shed,Assam,Kamrup,Gauhati,Rangia,Boko,26.1846,91.7638,2400000.0,2400000.0,445000.0,1955000.0,2024-06-14,2024-07-08,2024-07-23,2025-02-13,,Delayed,20.6,AGY-PWD-01,Public Works Department (PWD) Division I,1,2,False,PUBLIC DATA
MPL-2024-UT-000096,REC-2023-0096,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-41,Shri Ramakant Sharma (Hon'ble MP),"Solar Street Light Grid (50 poles) at Rampur, Block Arajiline",Solar & Renewable Energy,Solar Street Light Grid (50 poles),Uttar Pradesh,Varanasi,Varanasi,Arajiline,Rampur,25.3858,82.9529,1220000.0,1220000.0,413000.0,807000.0,2023-12-05,2023-12-29,2024-01-10,2024-08-30,,Ongoing,32.5,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,3,False,PUBLIC DATA
MPL-2024-UT-000097,REC-2023-0097,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-41,Shri Ramakant Sharma (Hon'ble MP),"Community Public Toilet Complex at Badagaon, Block Cholapur",Health & Sanitation,Community Public Toilet Complex,Uttar Pradesh,Varanasi,Varanasi,Cholapur,Badagaon,25.238,83.0249,2980000.0,2980000.0,2980000.0,0.0,2024-02-06,2024-03-03,2024-04-02,2024-08-08,2024-08-21,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),3,6,True,PUBLIC DATA
MPL-2024-KA-000098,REC-2023-0098,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-90,Shri K. Venkatesh (Hon'ble MP),"RO Water Treatment Plant at Mandur, Block K.R. Puram",Drinking Water,RO Water Treatment Plant,Karnataka,Bengaluru Urban,Bangalore North,K.R. Puram,Mandur,12.9281,77.6669,1870000.0,1870000.0,1240000.0,630000.0,2023-10-01,2023-11-04,2023-11-23,2024-03-31,,Ongoing,72.0,AGY-DRDA-04,District Rural Development Agency (DRDA),3,4,False,PUBLIC DATA
